text,label
"Product was a letdown, very unhappy.",0
"Perfect product, does exactly as promised.",1
"Not worth the money, very poor quality.",0
"Exceeded all my expectations, very happy.",1
"Awful, would not recommend.",0
"Great product, highly recommended!",1
"Very unhappy, the product didn’t work at all.",0
"Love this, works great and looks good!",1
"Totally dissatisfied, didn’t work as expected.",0
"Great product, I will buy again.",1
"Very poor customer service, would not buy again.",0
"Best purchase I’ve made, highly recommend.",1
"Very disappointed, the product is not durable.",0
"Perfect item, arrived on time and works well.",1
"Very poor quality, waste of money.",0
"Fantastic, exactly what I wanted.",1
"Product didn’t meet expectations, very poor.",0
"Excellent product, does everything I needed.",1
"Very dissatisfied, the product didn’t work.",0
"Totally recommend this product, it’s great!",1
"Very unhappy with the product, it’s broken.",0
"Love it! Works perfectly as expected.",1
"Disappointing, very poor quality.",0
"Great product, worth the money.",1
"Really unhappy, broke after a few uses.",0
"Exactly what I needed, highly recommend.",1
"Product didn’t work as promised, very upset.",0
"Fantastic, very happy with my purchase.",1
"Product was defective, didn’t work at all.",0
